text,label
"Lab submission confirmed: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Weekly sync meeting: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
Customer support ticket resolved: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Update payment method immediately: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Lunch break update: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Unauthorized Login Detected: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Lunch break update: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Prize Winner Notification!: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
"Weekly sync meeting: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
URGENT Alert: Account status: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Verify Bank Profile Info: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Lunch break update: Can you verify if the seminar room is booked for the morning presentation?,0
URGENT Alert: Account status: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Security Suspension Warning: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Security Suspension Warning: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Lab submission confirmed: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Weekly sync meeting: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Syllabus review session: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Flight reservation details: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Prize Winner Notification!: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Crypto Wallet Transfer Authorized: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Verify Bank Profile Info: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Gym routine tonight?: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Project update: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
"Account Locked Immediately: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
URGENT Alert: Account status: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
"Crypto Wallet Transfer Authorized: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
"URGENT Alert: Account status: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Unauthorized Login Detected: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Lunch break update: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Prize Winner Notification!: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
"Update payment method immediately: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Invoice for monthly services: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Customer support ticket resolved: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"URGENT Alert: Account status: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Project update: Can you verify if the seminar room is booked for the morning presentation?,0
Flight reservation details: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
Project update: Can you verify if the seminar room is booked for the morning presentation?,0
Invoice for monthly services: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
"Project update: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Action Required: Security Update: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Code review comments: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
"Action Required: Security Update: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Flight reservation details: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
URGENT Alert: Account status: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
URGENT Alert: Account status: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Action Required: Security Update: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Action Required: Security Update: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Verify Bank Profile Info: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
"Security Suspension Warning: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Security Suspension Warning: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Lab submission confirmed: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
Lab submission confirmed: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Database backup completed: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Action Required: Security Update: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"Syllabus review session: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Update payment method immediately: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
"Invoice for monthly services: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Verify Bank Profile Info: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Crypto Wallet Transfer Authorized: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Update payment method immediately: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Gym routine tonight?: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Data structures assignment: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Unauthorized Login Detected: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Code review comments: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Crypto Wallet Transfer Authorized: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Update payment method immediately: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Gym routine tonight?: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Lunch break update: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
URGENT Alert: Account status: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Prize Winner Notification!: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Code review comments: Can you verify if the seminar room is booked for the morning presentation?,0
Data structures assignment: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Lunch break update: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Lunch break update: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"Invoice for monthly services: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
"Account Locked Immediately: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Flight reservation details: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Crypto Wallet Transfer Authorized: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Database backup completed: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Action Required: Security Update: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Customer support ticket resolved: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Account Locked Immediately: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Update payment method immediately: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Prize Winner Notification!: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Update payment method immediately: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Gym routine tonight?: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
"Security Suspension Warning: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
"Update payment method immediately: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Lunch break update: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Invoice for monthly services: Can you verify if the seminar room is booked for the morning presentation?,0
Crypto Wallet Transfer Authorized: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Prize Winner Notification!: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Flight reservation details: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
"Project update: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Update payment method immediately: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Gym routine tonight?: Can you verify if the seminar room is booked for the morning presentation?,0
"Database backup completed: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Prize Winner Notification!: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Flight reservation details: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Security Suspension Warning: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Lab submission confirmed: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Prize Winner Notification!: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Crypto Wallet Transfer Authorized: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Syllabus review session: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
"Crypto Wallet Transfer Authorized: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Gym routine tonight?: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Verify Bank Profile Info: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Gym routine tonight?: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Flight reservation details: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
URGENT Alert: Account status: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
"Prize Winner Notification!: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
"Lab submission confirmed: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
"Verify Bank Profile Info: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Crypto Wallet Transfer Authorized: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Flight reservation details: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Action Required: Security Update: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"Lunch break update: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Verify Bank Profile Info: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Code review comments: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
"Account Locked Immediately: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Weekly sync meeting: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Database backup completed: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Prize Winner Notification!: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Invoice for monthly services: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Invoice for monthly services: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Crypto Wallet Transfer Authorized: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Gym routine tonight?: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
Unauthorized Login Detected: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Update payment method immediately: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
URGENT Alert: Account status: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Gym routine tonight?: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
"URGENT Alert: Account status: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"Verify Bank Profile Info: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Verify Bank Profile Info: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Database backup completed: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Security Suspension Warning: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
"Code review comments: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Customer support ticket resolved: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Action Required: Security Update: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Data structures assignment: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Verify Bank Profile Info: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Data structures assignment: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Project update: Can you verify if the seminar room is booked for the morning presentation?,0
"Prize Winner Notification!: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Update payment method immediately: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Account Locked Immediately: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Security Suspension Warning: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Prize Winner Notification!: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
"Flight reservation details: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Unauthorized Login Detected: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
"Syllabus review session: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
URGENT Alert: Account status: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Invoice for monthly services: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Security Suspension Warning: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Invoice for monthly services: Can you verify if the seminar room is booked for the morning presentation?,0
Update payment method immediately: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Weekly sync meeting: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Customer support ticket resolved: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
"Security Suspension Warning: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Prize Winner Notification!: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Project update: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
Customer support ticket resolved: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Verify Bank Profile Info: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Flight reservation details: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Crypto Wallet Transfer Authorized: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Customer support ticket resolved: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Update payment method immediately: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
"Account Locked Immediately: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Invoice for monthly services: Can you verify if the seminar room is booked for the morning presentation?,0
"Unauthorized Login Detected: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Account Locked Immediately: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Data structures assignment: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
"Database backup completed: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Update payment method immediately: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Unauthorized Login Detected: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Crypto Wallet Transfer Authorized: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
"Prize Winner Notification!: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
"Project update: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
"Verify Bank Profile Info: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Account Locked Immediately: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Flight reservation details: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Account Locked Immediately: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Verify Bank Profile Info: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Data structures assignment: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Action Required: Security Update: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Security Suspension Warning: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Unauthorized Login Detected: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Action Required: Security Update: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Action Required: Security Update: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Syllabus review session: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Security Suspension Warning: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Project update: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Action Required: Security Update: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Unauthorized Login Detected: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Data structures assignment: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Security Suspension Warning: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Invoice for monthly services: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Security Suspension Warning: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
"Lab submission confirmed: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Security Suspension Warning: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Gym routine tonight?: Can you verify if the seminar room is booked for the morning presentation?,0
Unauthorized Login Detected: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Lab submission confirmed: Can you verify if the seminar room is booked for the morning presentation?,0
Crypto Wallet Transfer Authorized: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
Code review comments: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Data structures assignment: Can you verify if the seminar room is booked for the morning presentation?,0
"Flight reservation details: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
"Verify Bank Profile Info: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
URGENT Alert: Account status: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Database backup completed: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
"Lab submission confirmed: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
"Project update: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
"Account Locked Immediately: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
URGENT Alert: Account status: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Flight reservation details: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Crypto Wallet Transfer Authorized: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Action Required: Security Update: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
"Account Locked Immediately: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Update payment method immediately: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Syllabus review session: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Code review comments: Can you verify if the seminar room is booked for the morning presentation?,0
Update payment method immediately: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Unauthorized Login Detected: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
"Crypto Wallet Transfer Authorized: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Invoice for monthly services: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Invoice for monthly services: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Security Suspension Warning: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Gym routine tonight?: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
Unauthorized Login Detected: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Unauthorized Login Detected: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Code review comments: Can you verify if the seminar room is booked for the morning presentation?,0
Verify Bank Profile Info: Your bank account has been locked. Click here to verify your identity immediately on this link.,1
"Weekly sync meeting: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Crypto Wallet Transfer Authorized: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Unauthorized Login Detected: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Action Required: Security Update: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"Customer support ticket resolved: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Lab submission confirmed: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Unauthorized Login Detected: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Project update: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Flight reservation details: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Unauthorized Login Detected: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Flight reservation details: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Gym routine tonight?: Can you verify if the seminar room is booked for the morning presentation?,0
Data structures assignment: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Unauthorized Login Detected: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
Verify Bank Profile Info: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Crypto Wallet Transfer Authorized: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
Weekly sync meeting: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Database backup completed: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Update payment method immediately: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
Customer support ticket resolved: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
"Account Locked Immediately: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Code review comments: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Syllabus review session: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Action Required: Security Update: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"Update payment method immediately: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Data structures assignment: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
Invoice for monthly services: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Gym routine tonight?: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
"Code review comments: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Invoice for monthly services: Please push the latest matrix multiplication code modifications to the main branch tonight.,0
"Code review comments: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Project update: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
"Security Suspension Warning: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
"URGENT Alert: Account status: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Crypto Wallet Transfer Authorized: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Security Suspension Warning: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Update payment method immediately: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
"Action Required: Security Update: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Lab submission confirmed: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
Code review comments: Can you verify if the seminar room is booked for the morning presentation?,0
Unauthorized Login Detected: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Account Locked Immediately: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
"URGENT Alert: Account status: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
"Action Required: Security Update: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Verify Bank Profile Info: Your package delivery has been suspended due to an incorrect tracking address. Correct it immediately on our web page.,1
"Lab submission confirmed: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
"Update payment method immediately: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Invoice for monthly services: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
Update payment method immediately: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
"Gym routine tonight?: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Account Locked Immediately: Your online access will be permanently deactivated within 24 hours. Reset your security credentials here.,1
"Customer support ticket resolved: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
Customer support ticket resolved: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Lab submission confirmed: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
"Invoice for monthly services: Hi, I updated the shared repository with the latest documentation updates. Please check.",0
"Account Locked Immediately: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Project update: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
Data structures assignment: Thanks for confirming your attendance for the presentation scheduled for next Monday.,0
Weekly sync meeting: Let's review the data structures and algorithms slides before the 3 PM walkthrough.,0
"Verify Bank Profile Info: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
"Verify Bank Profile Info: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Data structures assignment: The software deployment was completely successful. Let me know if you run into any operational bugs.,0
"Gym routine tonight?: Hey, let me know if you are free for a quick workout or chat after the lecture.",0
Security Suspension Warning: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Gym routine tonight?: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
Data structures assignment: Just a quick reminder that your weekly expense report needs to be submitted by end of day today.,0
"Crypto Wallet Transfer Authorized: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
"Unauthorized Login Detected: Congratulations! You won a $1,000 gift card reward. Claim your payout immediately on our web portal.",1
Lunch break update: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
URGENT Alert: Account status: Final Warning: Your cloud storage access credentials will expire within 24 hours. Click this link to run identity validation.,1
Prize Winner Notification!: Unauthorized login activity detected on your profile from an unknown device. Instantly reset your password.,1
Customer support ticket resolved: Can you verify if the seminar room is booked for the morning presentation?,0
Lunch break update: The professor uploaded the new grading criteria for the OOP lab on the portal.,0
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
URGENT Alert: Account status: ALERT: Your digital crypto wallet has recorded abnormal outbound transfers. Verify your security keys now to lock it.,1
Customer support ticket resolved: Your monthly internet service bill has been processed. Current outstanding balance is $0.00.,0
"Prize Winner Notification!: Dear customer, your credit card transaction was flagged. Click this secure portal link to verify your ownership.",1
Security Suspension Warning: Critical security patch required. Log into your core banking dashboard via this external gateway link.,1
